codigo_pliego;nombre_municipalidad;tipo;departamento;provincia;distrito
300001;MUNICIPALIDAD PROVINCIAL DE CHACHAPOYAS;MUNICIPALIDAD PROVINCIAL;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS
300002;MUNICIPALIDAD DISTRITAL DE ASUNCION;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;ASUNCION
300003;MUNICIPALIDAD DISTRITAL DE BALSAS;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;BALSAS
300004;MUNICIPALIDAD DISTRITAL DE CHETO;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;CHETO
300005;MUNICIPALIDAD DISTRITAL DE CHILIQUIN;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;CHILIQUIN
300006;MUNICIPALIDAD DISTRITAL DE CHUQUIBAMBA;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;CHUQUIBAMBA
300007;MUNICIPALIDAD DISTRITAL DE GRANADA;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;GRANADA
300008;MUNICIPALIDAD DISTRITAL DE HUANCAS;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;HUANCAS
300009;MUNICIPALIDAD DISTRITAL DE LA JALCA;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;LA JALCA
300010;MUNICIPALIDAD DISTRITAL DE LEIMEBAMBA;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA
300011;MUNICIPALIDAD DISTRITAL DE LEVANTO;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;LEVANTO
300012;MUNICIPALIDAD DISTRITAL DE MAGDALENA;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;MAGDALENA
300013;MUNICIPALIDAD DISTRITAL DE MARISCAL CASTILLA;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;MARISCAL CASTILLA
300014;MUNICIPALIDAD DISTRITAL DE MOLINOPAMPA;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;MOLINOPAMPA
300015;MUNICIPALIDAD DISTRITAL DE MONTEVIDEO;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;MONTEVIDEO
300016;MUNICIPALIDAD DISTRITAL DE OLLEROS;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;OLLEROS
300017;MUNICIPALIDAD DISTRITAL DE QUINJALCA;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;QUINJALCA
300018;MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE DAGUAS;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;SAN FRANCISCO DE DAGUAS
300019;MUNICIPALIDAD DISTRITAL DE SAN ISIDRO DE MAINO;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;SAN ISIDRO DE MAINO
300020;MUNICIPALIDAD DISTRITAL DE SOLOCO;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;SOLOCO
300021;MUNICIPALIDAD DISTRITAL DE SONCHE;MUNICIPALIDAD DISTRITAL;AMAZONAS;CHACHAPOYAS;SONCHE
300022;MUNICIPALIDAD PROVINCIAL DE BAGUA;MUNICIPALIDAD PROVINCIAL;AMAZONAS;BAGUA;BAGUA
300023;MUNICIPALIDAD DISTRITAL DE ARAMANGO;MUNICIPALIDAD DISTRITAL;AMAZONAS;BAGUA;ARAMANGO
300024;MUNICIPALIDAD DISTRITAL DE COPALLIN;MUNICIPALIDAD DISTRITAL;AMAZONAS;BAGUA;COPALLIN
300025;MUNICIPALIDAD DISTRITAL DE EL PARCO;MUNICIPALIDAD DISTRITAL;AMAZONAS;BAGUA;EL PARCO
300026;MUNICIPALIDAD DISTRITAL DE IMAZA;MUNICIPALIDAD DISTRITAL;AMAZONAS;BAGUA;IMAZA
300027;MUNICIPALIDAD DISTRITAL DE LA PECA;MUNICIPALIDAD DISTRITAL;AMAZONAS;BAGUA;LA PECA
300028;MUNICIPALIDAD PROVINCIAL DE BONGARA - JUMBILLA;MUNICIPALIDAD PROVINCIAL;AMAZONAS;BONGARA;JUMBILLA
300029;MUNICIPALIDAD DISTRITAL DE CHISQUILLA;MUNICIPALIDAD DISTRITAL;AMAZONAS;BONGARA;CHISQUILLA
300030;MUNICIPALIDAD DISTRITAL DE CHURUJA;MUNICIPALIDAD DISTRITAL;AMAZONAS;BONGARA;CHURUJA
300031;MUNICIPALIDAD DISTRITAL DE COROSHA;MUNICIPALIDAD DISTRITAL;AMAZONAS;BONGARA;COROSHA
300032;MUNICIPALIDAD DISTRITAL DE CUISPES;MUNICIPALIDAD DISTRITAL;AMAZONAS;BONGARA;CUISPES
300033;MUNICIPALIDAD DISTRITAL DE FLORIDA;MUNICIPALIDAD DISTRITAL;AMAZONAS;BONGARA;FLORIDA
300034;MUNICIPALIDAD DISTRITAL DE JAZAN;MUNICIPALIDAD DISTRITAL;AMAZONAS;BONGARA;JAZAN
300035;MUNICIPALIDAD DISTRITAL DE RECTA;MUNICIPALIDAD DISTRITAL;AMAZONAS;BONGARA;RECTA
300036;MUNICIPALIDAD DISTRITAL DE SAN CARLOS;MUNICIPALIDAD DISTRITAL;AMAZONAS;BONGARA;SAN CARLOS
300037;MUNICIPALIDAD DISTRITAL DE SHIPASBAMBA;MUNICIPALIDAD DISTRITAL;AMAZONAS;BONGARA;SHIPASBAMBA
300038;MUNICIPALIDAD DISTRITAL DE VALERA;MUNICIPALIDAD DISTRITAL;AMAZONAS;BONGARA;VALERA
300039;MUNICIPALIDAD DISTRITAL DE YAMBRASBAMBA;MUNICIPALIDAD DISTRITAL;AMAZONAS;BONGARA;YAMBRASBAMBA
300040;MUNICIPALIDAD PROVINCIAL DE CONDORCANQUI - NIEVA;MUNICIPALIDAD PROVINCIAL;AMAZONAS;CONDORCANQUI;NIEVA
300041;MUNICIPALIDAD DISTRITAL DE EL CENEPA;MUNICIPALIDAD DISTRITAL;AMAZONAS;CONDORCANQUI;EL CENEPA
300042;MUNICIPALIDAD DISTRITAL DE RIO SANTIAGO;MUNICIPALIDAD DISTRITAL;AMAZONAS;CONDORCANQUI;RIO SANTIAGO
300043;MUNICIPALIDAD PROVINCIAL DE LUYA - LAMUD;MUNICIPALIDAD PROVINCIAL;AMAZONAS;LUYA;LAMUD
300044;MUNICIPALIDAD DISTRITAL DE CAMPORREDONDO;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;CAMPORREDONDO
300045;MUNICIPALIDAD DISTRITAL DE COCABAMBA;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;COCABAMBA
300046;MUNICIPALIDAD DISTRITAL DE COLCAMAR;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;COLCAMAR
300047;MUNICIPALIDAD DISTRITAL DE CONILA;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;CONILA
300048;MUNICIPALIDAD DISTRITAL DE INGUILPATA;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;INGUILPATA
300049;MUNICIPALIDAD DISTRITAL DE LONGUITA;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;LONGUITA
300050;MUNICIPALIDAD DISTRITAL DE LONYA CHICO;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;LONYA CHICO
300051;MUNICIPALIDAD DISTRITAL DE LUYA;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;LUYA
300052;MUNICIPALIDAD DISTRITAL DE LUYA VIEJO;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;LUYA VIEJO
300053;MUNICIPALIDAD DISTRITAL DE MARIA;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;MARIA
300054;MUNICIPALIDAD DISTRITAL DE OCALLI;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;OCALLI
300055;MUNICIPALIDAD DISTRITAL DE OCUMAL;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;OCUMAL
300056;MUNICIPALIDAD DISTRITAL DE PISUQUIA;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;PISUQUIA
300057;MUNICIPALIDAD DISTRITAL DE PROVIDENCIA;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;PROVIDENCIA
300058;MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL DE OLTO;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;SAN CRISTOBAL
300059;MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DEL YESO;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;SAN FRANCISCO DEL YESO
300060;MUNICIPALIDAD DISTRITAL DE SAN JERONIMO DE PACLAS;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;SAN JERONIMO
300061;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LOPECANCHA;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;SAN JUAN DE LOPECANCHA
300062;MUNICIPALIDAD DISTRITAL DE SANTA CATALINA;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;SANTA CATALINA
300063;MUNICIPALIDAD DISTRITAL DE SANTO TOMAS;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;SANTO TOMAS
300064;MUNICIPALIDAD DISTRITAL DE TINGO;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;TINGO
300065;MUNICIPALIDAD DISTRITAL DE TRITA;MUNICIPALIDAD DISTRITAL;AMAZONAS;LUYA;TRITA
300066;MUNICIPALIDAD PROVINCIAL DE RODRIGUEZ DE MENDOZA - SAN NICOLAS;MUNICIPALIDAD PROVINCIAL;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS
300067;MUNICIPALIDAD DISTRITAL DE CHIRIMOTO;MUNICIPALIDAD DISTRITAL;AMAZONAS;RODRIGUEZ DE MENDOZA;CHIRIMOTO
300068;MUNICIPALIDAD DISTRITAL DE COCHAMAL;MUNICIPALIDAD DISTRITAL;AMAZONAS;RODRIGUEZ DE MENDOZA;COCHAMAL
300069;MUNICIPALIDAD DISTRITAL DE HUAMBO;MUNICIPALIDAD DISTRITAL;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO
300070;MUNICIPALIDAD DISTRITAL DE LIMABAMBA;MUNICIPALIDAD DISTRITAL;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA
300071;MUNICIPALIDAD DISTRITAL DE LONGAR;MUNICIPALIDAD DISTRITAL;AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR
300072;MUNICIPALIDAD DISTRITAL DE MARISCAL BENAVIDES;MUNICIPALIDAD DISTRITAL;AMAZONAS;RODRIGUEZ DE MENDOZA;MARISCAL BENAVIDES
300073;MUNICIPALIDAD DISTRITAL DE MILPUC;MUNICIPALIDAD DISTRITAL;AMAZONAS;RODRIGUEZ DE MENDOZA;MILPUC
300074;MUNICIPALIDAD DISTRITAL DE OMIA;MUNICIPALIDAD DISTRITAL;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA
300075;MUNICIPALIDAD DISTRITAL DE SANTA ROSA;MUNICIPALIDAD DISTRITAL;AMAZONAS;RODRIGUEZ DE MENDOZA;SANTA ROSA
300076;MUNICIPALIDAD DISTRITAL DE TOTORA;MUNICIPALIDAD DISTRITAL;AMAZONAS;RODRIGUEZ DE MENDOZA;TOTORA
300077;MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE;MUNICIPALIDAD DISTRITAL;AMAZONAS;RODRIGUEZ DE MENDOZA;VISTA ALEGRE
300078;MUNICIPALIDAD PROVINCIAL DE UTCUBAMBA - BAGUA GRANDE;MUNICIPALIDAD PROVINCIAL;AMAZONAS;UCTUBAMBA;BAGUA GRANDE
300079;MUNICIPALIDAD DISTRITAL DE CAJARURO;MUNICIPALIDAD DISTRITAL;AMAZONAS;UCTUBAMBA;CAJARURO
300080;MUNICIPALIDAD DISTRITAL DE CUMBA;MUNICIPALIDAD DISTRITAL;AMAZONAS;UCTUBAMBA;CUMBA
300081;MUNICIPALIDAD DISTRITAL DE EL MILAGRO;MUNICIPALIDAD DISTRITAL;AMAZONAS;UCTUBAMBA;EL MILAGRO
300082;MUNICIPALIDAD DISTRITAL DE JAMALCA;MUNICIPALIDAD DISTRITAL;AMAZONAS;UCTUBAMBA;JAMALCA
300083;MUNICIPALIDAD DISTRITAL DE LONYA GRANDE;MUNICIPALIDAD DISTRITAL;AMAZONAS;UCTUBAMBA;LONYA GRANDE
300084;MUNICIPALIDAD DISTRITAL DE YAMON;MUNICIPALIDAD DISTRITAL;AMAZONAS;UCTUBAMBA;YAMON
300085;MUNICIPALIDAD PROVINCIAL DE HUARAZ;MUNICIPALIDAD PROVINCIAL;ANCASH;HUARAZ;HUARAZ
300086;MUNICIPALIDAD DISTRITAL DE COCHABAMBA;MUNICIPALIDAD DISTRITAL;ANCASH;HUARAZ;COCHABAMBA
300087;MUNICIPALIDAD DISTRITAL DE COLCABAMBA;MUNICIPALIDAD DISTRITAL;ANCASH;HUARAZ;COLCABAMBA
300088;MUNICIPALIDAD DISTRITAL DE HUANCHAY;MUNICIPALIDAD DISTRITAL;ANCASH;HUARAZ;HUANCHAY
300089;MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA;MUNICIPALIDAD DISTRITAL;ANCASH;HUARAZ;INDEPENDENCIA
300090;MUNICIPALIDAD DISTRITAL DE JANGAS;MUNICIPALIDAD DISTRITAL;ANCASH;HUARAZ;JANGAS
300091;MUNICIPALIDAD DISTRITAL DE LA LIBERTAD;MUNICIPALIDAD DISTRITAL;ANCASH;HUARAZ;LA LIBERTAD
300092;MUNICIPALIDAD DISTRITAL DE OLLEROS;MUNICIPALIDAD DISTRITAL;ANCASH;HUARAZ;OLLEROS
300093;MUNICIPALIDAD DISTRITAL DE PAMPAS;MUNICIPALIDAD DISTRITAL;ANCASH;HUARAZ;PAMPAS GRANDE
300094;MUNICIPALIDAD DISTRITAL DE PARIACOTO;MUNICIPALIDAD DISTRITAL;ANCASH;HUARAZ;PARIACOTO
300095;MUNICIPALIDAD DISTRITAL DE PIRA;MUNICIPALIDAD DISTRITAL;ANCASH;HUARAZ;PIRA
300096;MUNICIPALIDAD DISTRITAL DE TARICA;MUNICIPALIDAD DISTRITAL;ANCASH;HUARAZ;TARICA
300097;MUNICIPALIDAD PROVINCIAL DE AIJA;MUNICIPALIDAD PROVINCIAL;ANCASH;AIJA;AIJA
300098;MUNICIPALIDAD DISTRITAL DE CORIS;MUNICIPALIDAD DISTRITAL;ANCASH;AIJA;CORIS
300099;MUNICIPALIDAD DISTRITAL DE HUACLLAN;MUNICIPALIDAD DISTRITAL;ANCASH;AIJA;HUACLLAN
300100;MUNICIPALIDAD DISTRITAL DE LA MERCED;MUNICIPALIDAD DISTRITAL;ANCASH;AIJA;LA MERCED
300101;MUNICIPALIDAD DISTRITAL DE SUCCHA;MUNICIPALIDAD DISTRITAL;ANCASH;AIJA;SUCCHA
300102;MUNICIPALIDAD PROVINCIAL DE ANTONIO RAYMONDI - LLAMELLIN;MUNICIPALIDAD PROVINCIAL;ANCASH;ANTONIO RAIMONDI;LLAMELLIN
300103;MUNICIPALIDAD DISTRITAL DE ACZO;MUNICIPALIDAD DISTRITAL;ANCASH;ANTONIO RAIMONDI;ACZO
300104;MUNICIPALIDAD DISTRITAL DE CHACCHO;MUNICIPALIDAD DISTRITAL;ANCASH;ANTONIO RAIMONDI;CHACCHO
300105;MUNICIPALIDAD DISTRITAL DE CHINGAS;MUNICIPALIDAD DISTRITAL;ANCASH;ANTONIO RAIMONDI;CHINGAS
300106;MUNICIPALIDAD DISTRITAL DE MIRGAS;MUNICIPALIDAD DISTRITAL;ANCASH;ANTONIO RAIMONDI;MIRGAS
300107;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE RONTOY;MUNICIPALIDAD DISTRITAL;ANCASH;ANTONIO RAIMONDI;SAN JUAN DE RONTOY
300108;MUNICIPALIDAD PROVINCIAL DE ASUNCION - CHACAS;MUNICIPALIDAD PROVINCIAL;ANCASH;ASUNCION;CHACAS
300109;MUNICIPALIDAD DISTRITAL DE ACOCHACA;MUNICIPALIDAD DISTRITAL;ANCASH;ASUNCION;ACOCHACA
300110;MUNICIPALIDAD PROVINCIAL DE BOLOGNESI - CHIQUIAN;MUNICIPALIDAD PROVINCIAL;ANCASH;BOLOGNESI;CHIQUIAN
300111;MUNICIPALIDAD DISTRITAL DE ABELARDO PARDO LAZAMETA;MUNICIPALIDAD DISTRITAL;ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA
300112;MUNICIPALIDAD DISTRITAL DE ANTONIO RAYMONDI;MUNICIPALIDAD DISTRITAL;ANCASH;BOLOGNESI;ANTONIO RAYMONDI
300113;MUNICIPALIDAD DISTRITAL DE AQUIA;MUNICIPALIDAD DISTRITAL;ANCASH;BOLOGNESI;AQUIA
300114;MUNICIPALIDAD DISTRITAL DE CAJACAY;MUNICIPALIDAD DISTRITAL;ANCASH;BOLOGNESI;CAJACAY
300115;MUNICIPALIDAD DISTRITAL DE CANIS;MUNICIPALIDAD DISTRITAL;ANCASH;BOLOGNESI;CANIS
300116;MUNICIPALIDAD DISTRITAL DE COLQUIOC;MUNICIPALIDAD DISTRITAL;ANCASH;BOLOGNESI;COLQUIOC
300117;MUNICIPALIDAD DISTRITAL DE HUALLANCA;MUNICIPALIDAD DISTRITAL;ANCASH;BOLOGNESI;HUALLANCA
300118;MUNICIPALIDAD DISTRITAL DE HUASTA;MUNICIPALIDAD DISTRITAL;ANCASH;BOLOGNESI;HUASTA
300119;MUNICIPALIDAD DISTRITAL DE HUAYLLACAYAN;MUNICIPALIDAD DISTRITAL;ANCASH;BOLOGNESI;HUAYLLACAYAN
300120;MUNICIPALIDAD DISTRITAL DE LA PRIMAVERA;MUNICIPALIDAD DISTRITAL;ANCASH;BOLOGNESI;LA PRIMAVERA
300121;MUNICIPALIDAD DISTRITAL DE MANGAS;MUNICIPALIDAD DISTRITAL;ANCASH;BOLOGNESI;MANGAS
300122;MUNICIPALIDAD DISTRITAL DE PACLLON;MUNICIPALIDAD DISTRITAL;ANCASH;BOLOGNESI;PACLLON
300123;MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE CORPANQUI;MUNICIPALIDAD DISTRITAL;ANCASH;BOLOGNESI;SAN MIGUEL DE CORPANQUI
300124;MUNICIPALIDAD DISTRITAL DE TICLLOS;MUNICIPALIDAD DISTRITAL;ANCASH;BOLOGNESI;TICLLOS
300125;MUNICIPALIDAD PROVINCIAL DE CARHUAZ;MUNICIPALIDAD PROVINCIAL;ANCASH;CARHUAZ;CARHUAZ
300126;MUNICIPALIDAD DISTRITAL DE ACOPAMPA;MUNICIPALIDAD DISTRITAL;ANCASH;CARHUAZ;ACOPAMPA
300127;MUNICIPALIDAD DISTRITAL DE AMASHCA;MUNICIPALIDAD DISTRITAL;ANCASH;CARHUAZ;AMASHCA
300128;MUNICIPALIDAD DISTRITAL DE ANTA;MUNICIPALIDAD DISTRITAL;ANCASH;CARHUAZ;ANTA
300129;MUNICIPALIDAD DISTRITAL DE ATAQUERO;MUNICIPALIDAD DISTRITAL;ANCASH;CARHUAZ;ATAQUERO
300130;MUNICIPALIDAD DISTRITAL DE MARCARA;MUNICIPALIDAD DISTRITAL;ANCASH;CARHUAZ;MARCARA
300131;MUNICIPALIDAD DISTRITAL DE PARIAHUANCA;MUNICIPALIDAD DISTRITAL;ANCASH;CARHUAZ;PARIAHUANCA
300132;MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACO;MUNICIPALIDAD DISTRITAL;ANCASH;CARHUAZ;SAN MIGUEL DE ACO
300133;MUNICIPALIDAD DISTRITAL DE SHILLA;MUNICIPALIDAD DISTRITAL;ANCASH;CARHUAZ;SHILLA
300134;MUNICIPALIDAD DISTRITAL DE TINCO;MUNICIPALIDAD DISTRITAL;ANCASH;CARHUAZ;TINCO
300135;MUNICIPALIDAD DISTRITAL DE YUNGAR;MUNICIPALIDAD DISTRITAL;ANCASH;CARHUAZ;YUNGAR
300136;MUNICIPALIDAD PROVINCIAL DE CARLOS FERMIN FITZCARRALD;MUNICIPALIDAD PROVINCIAL;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS
300137;MUNICIPALIDAD DISTRITAL DE SAN NICOLAS;MUNICIPALIDAD DISTRITAL;ANCASH;CARLOS FERMIN FITZCARRALD;SAN NICOLAS
300138;MUNICIPALIDAD DISTRITAL DE YAUYA;MUNICIPALIDAD DISTRITAL;ANCASH;CARLOS FERMIN FITZCARRALD;YAUYA
300139;MUNICIPALIDAD PROVINCIAL DE CASMA;MUNICIPALIDAD PROVINCIAL;ANCASH;CASMA;CASMA
300140;MUNICIPALIDAD DISTRITAL DE BUENA VISTA ALTA;MUNICIPALIDAD DISTRITAL;ANCASH;CASMA;BUENA VISTA ALTA
300141;MUNICIPALIDAD DISTRITAL DE COMANDANTE NOEL;MUNICIPALIDAD DISTRITAL;ANCASH;CASMA;COMANDANTE NOEL
300142;MUNICIPALIDAD DISTRITAL DE YAUTAN;MUNICIPALIDAD DISTRITAL;ANCASH;CASMA;YAUTAN
300143;MUNICIPALIDAD PROVINCIAL DE CORONGO;MUNICIPALIDAD PROVINCIAL;ANCASH;CORONGO;CORONGO
300144;MUNICIPALIDAD DISTRITAL DE ACO;MUNICIPALIDAD DISTRITAL;ANCASH;CORONGO;ACO
300145;MUNICIPALIDAD DISTRITAL DE BAMBAS;MUNICIPALIDAD DISTRITAL;ANCASH;CORONGO;BAMBAS
300146;MUNICIPALIDAD DISTRITAL DE CUSCA;MUNICIPALIDAD DISTRITAL;ANCASH;CORONGO;CUSCA
300147;MUNICIPALIDAD DISTRITAL DE LA PAMPA;MUNICIPALIDAD DISTRITAL;ANCASH;CORONGO;LA PAMPA
300148;MUNICIPALIDAD DISTRITAL DE YANAC;MUNICIPALIDAD DISTRITAL;ANCASH;CORONGO;YANAC
300149;MUNICIPALIDAD DISTRITAL DE YUPAN;MUNICIPALIDAD DISTRITAL;ANCASH;CORONGO;YUPAN
300150;MUNICIPALIDAD PROVINCIAL DE HUARI;MUNICIPALIDAD PROVINCIAL;ANCASH;HUARI;HUARI
300151;MUNICIPALIDAD DISTRITAL DE ANRA;MUNICIPALIDAD DISTRITAL;ANCASH;HUARI;ANRA
300152;MUNICIPALIDAD DISTRITAL DE CAJAY;MUNICIPALIDAD DISTRITAL;ANCASH;HUARI;CAJAY
300153;MUNICIPALIDAD DISTRITAL DE CHAVIN DE HUANTAR;MUNICIPALIDAD DISTRITAL;ANCASH;HUARI;CHAVIN DE HUANTAR
300154;MUNICIPALIDAD DISTRITAL DE HUACACHI;MUNICIPALIDAD DISTRITAL;ANCASH;HUARI;HUACACHI
300155;MUNICIPALIDAD DISTRITAL DE HUACCHIS;MUNICIPALIDAD DISTRITAL;ANCASH;HUARI;HUACCHIS
300156;MUNICIPALIDAD DISTRITAL DE HUACHIS;MUNICIPALIDAD DISTRITAL;ANCASH;HUARI;HUACHIS
300157;MUNICIPALIDAD DISTRITAL DE HUANTAR;MUNICIPALIDAD DISTRITAL;ANCASH;HUARI;HUANTAR
300158;MUNICIPALIDAD DISTRITAL DE MASIN;MUNICIPALIDAD DISTRITAL;ANCASH;HUARI;MASIN
300159;MUNICIPALIDAD DISTRITAL DE PAUCAS;MUNICIPALIDAD DISTRITAL;ANCASH;HUARI;PAUCAS
300160;MUNICIPALIDAD DISTRITAL DE PONTO;MUNICIPALIDAD DISTRITAL;ANCASH;HUARI;PONTO
300161;MUNICIPALIDAD DISTRITAL DE RAHUAPAMPA;MUNICIPALIDAD DISTRITAL;ANCASH;HUARI;RAHUAPAMPA
300162;MUNICIPALIDAD DISTRITAL DE RAPAYAN;MUNICIPALIDAD DISTRITAL;ANCASH;HUARI;RAPAYAN
300163;MUNICIPALIDAD DISTRITAL DE SAN MARCOS;MUNICIPALIDAD DISTRITAL;ANCASH;HUARI;SAN MARCOS
300164;MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CHANA;MUNICIPALIDAD DISTRITAL;ANCASH;HUARI;SAN PEDRO DE CHANA
300165;MUNICIPALIDAD DISTRITAL DE UCO;MUNICIPALIDAD DISTRITAL;ANCASH;HUARI;UCO
300166;MUNICIPALIDAD PROVINCIAL DE HUARMEY;MUNICIPALIDAD PROVINCIAL;ANCASH;HUARMEY;HUARMEY
300167;MUNICIPALIDAD DISTRITAL DE COCHAPETI;MUNICIPALIDAD DISTRITAL;ANCASH;HUARMEY;COCHAPETI
300168;MUNICIPALIDAD DISTRITAL DE CULEBRAS;MUNICIPALIDAD DISTRITAL;ANCASH;HUARMEY;CULEBRAS
300169;MUNICIPALIDAD DISTRITAL DE HUAYAN;MUNICIPALIDAD DISTRITAL;ANCASH;HUARMEY;HUAYAN
300170;MUNICIPALIDAD DISTRITAL DE MALVAS;MUNICIPALIDAD DISTRITAL;ANCASH;HUARMEY;MALVAS
300171;MUNICIPALIDAD PROVINCIAL DE HUAYLAS - CARAZ;MUNICIPALIDAD PROVINCIAL;ANCASH;HUAYLAS;CARAZ
300172;MUNICIPALIDAD DISTRITAL DE HUALLANCA;MUNICIPALIDAD DISTRITAL;ANCASH;HUAYLAS;HUALLANCA
300173;MUNICIPALIDAD DISTRITAL DE HUATA;MUNICIPALIDAD DISTRITAL;ANCASH;HUAYLAS;HUATA
300174;MUNICIPALIDAD DISTRITAL DE HUAYLAS;MUNICIPALIDAD DISTRITAL;ANCASH;HUAYLAS;HUAYLAS
300175;MUNICIPALIDAD DISTRITAL DE MATO;MUNICIPALIDAD DISTRITAL;ANCASH;HUAYLAS;MATO
300176;MUNICIPALIDAD DISTRITAL DE PAMPAROMAS;MUNICIPALIDAD DISTRITAL;ANCASH;HUAYLAS;PAMPAROMAS
300177;MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE;MUNICIPALIDAD DISTRITAL;ANCASH;HUAYLAS;PUEBLO LIBRE
300178;MUNICIPALIDAD DISTRITAL DE SANTA CRUZ;MUNICIPALIDAD DISTRITAL;ANCASH;HUAYLAS;SANTA CRUZ
300179;MUNICIPALIDAD DISTRITAL DE SANTO TORIBIO;MUNICIPALIDAD DISTRITAL;ANCASH;HUAYLAS;SANTO TORIBIO
300180;MUNICIPALIDAD DISTRITAL DE YURACMARCA;MUNICIPALIDAD DISTRITAL;ANCASH;HUAYLAS;YURACMARCA
300181;MUNICIPALIDAD PROVINCIAL DE MARISCAL LUZURIAGA - PISCOBAMBA;MUNICIPALIDAD PROVINCIAL;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA
300182;MUNICIPALIDAD DISTRITAL DE CASCA;MUNICIPALIDAD DISTRITAL;ANCASH;MARISCAL LUZURIAGA;CASCA
300183;MUNICIPALIDAD DISTRITAL DE ELEAZAR GUZMAN BARRON;MUNICIPALIDAD DISTRITAL;ANCASH;MARISCAL LUZURIAGA;ELEAZAR GUZMAN BARRON
300184;MUNICIPALIDAD DISTRITAL DE FIDEL OLIVAS ESCUDERO;MUNICIPALIDAD DISTRITAL;ANCASH;MARISCAL LUZURIAGA;FIDEL OLIVAS ESCUDERO
300185;MUNICIPALIDAD DISTRITAL DE LLAMA;MUNICIPALIDAD DISTRITAL;ANCASH;MARISCAL LUZURIAGA;LLAMA
300186;MUNICIPALIDAD DISTRITAL DE LLUMPA;MUNICIPALIDAD DISTRITAL;ANCASH;MARISCAL LUZURIAGA;LLUMPA
