codigo_pliego;nombre_municipalidad;tipo;departamento;provincia;distrito
301435;MUNICIPALIDAD DISTRITAL DE BALSAPUERTO;MUNICIPALIDAD DISTRITAL;LORETO;ALTO AMAZONAS;BALSAPUERTO
301436;MUNICIPALIDAD PROVINCIAL DE DATEM DEL MARAÑON;MUNICIPALIDAD PROVINCIAL;LORETO;DATEM DEL MARAÑON;BARRANCA
301437;MUNICIPALIDAD DISTRITAL DE CAHUAPANAS;MUNICIPALIDAD DISTRITAL;LORETO;DATEM DEL MARAÑON;CAHUAPANAS
301438;MUNICIPALIDAD DISTRITAL DE JEBEROS;MUNICIPALIDAD DISTRITAL;LORETO;ALTO AMAZONAS;JEBEROS
301439;MUNICIPALIDAD DISTRITAL DE LAGUNAS;MUNICIPALIDAD DISTRITAL;LORETO;ALTO AMAZONAS;LAGUNAS
301440;MUNICIPALIDAD DISTRITAL DE MANSERICHE;MUNICIPALIDAD DISTRITAL;LORETO;DATEM DEL MARAÑON;MANSERICHE
301441;MUNICIPALIDAD DISTRITAL DE MORONA;MUNICIPALIDAD DISTRITAL;LORETO;DATEM DEL MARAÑON;MORONA
301442;MUNICIPALIDAD DISTRITAL DE PASTAZA;MUNICIPALIDAD DISTRITAL;LORETO;DATEM DEL MARAÑON;PASTAZA
301443;MUNICIPALIDAD DISTRITAL DE SANTA CRUZ;MUNICIPALIDAD DISTRITAL;LORETO;ALTO AMAZONAS;SANTA CRUZ
301444;MUNICIPALIDAD DISTRITAL DE TENIENTE CESAR LOPEZ ROJAS;MUNICIPALIDAD DISTRITAL;LORETO;ALTO AMAZONAS;TENIENTE CESAR LOPEZ ROJAS
301445;MUNICIPALIDAD PROVINCIAL DE LORETO - NAUTA;MUNICIPALIDAD PROVINCIAL;LORETO;LORETO;NAUTA
301446;MUNICIPALIDAD DISTRITAL DE PARINARI;MUNICIPALIDAD DISTRITAL;LORETO;LORETO;PARINARI
301447;MUNICIPALIDAD DISTRITAL DE TIGRE;MUNICIPALIDAD DISTRITAL;LORETO;LORETO;TIGRE
301448;MUNICIPALIDAD DISTRITAL DE TROMPETEROS;MUNICIPALIDAD DISTRITAL;LORETO;LORETO;TROMPETEROS
301449;MUNICIPALIDAD DISTRITAL DE URARINAS;MUNICIPALIDAD DISTRITAL;LORETO;LORETO;URARINAS
301450;MUNICIPALIDAD PROVINCIAL DE MARISCAL RAMON CASTILLA;MUNICIPALIDAD PROVINCIAL;LORETO;RAMON CASTILLA;RAMON CASTILLA
301451;MUNICIPALIDAD DISTRITAL DE PEVAS;MUNICIPALIDAD DISTRITAL;LORETO;RAMON CASTILLA;PEBAS
301452;MUNICIPALIDAD DISTRITAL DE YAVARI;MUNICIPALIDAD DISTRITAL;LORETO;RAMON CASTILLA;YAVARI
301453;MUNICIPALIDAD DISTRITAL DE SAN PABLO;MUNICIPALIDAD DISTRITAL;LORETO;RAMON CASTILLA;SAN PABLO
301454;MUNICIPALIDAD PROVINCIAL DE REQUENA;MUNICIPALIDAD PROVINCIAL;LORETO;REQUENA;REQUENA
301455;MUNICIPALIDAD DISTRITAL DE ALTO TAPICHE;MUNICIPALIDAD DISTRITAL;LORETO;REQUENA;ALTO TAPICHE
301456;MUNICIPALIDAD DISTRITAL DE CAPELO;MUNICIPALIDAD DISTRITAL;LORETO;REQUENA;CAPELO
301457;MUNICIPALIDAD DISTRITAL DE EMILIO SAN MARTIN;MUNICIPALIDAD DISTRITAL;LORETO;REQUENA;EMILIO SAN MARTIN
301458;MUNICIPALIDAD DISTRITAL DE MAQUIA;MUNICIPALIDAD DISTRITAL;LORETO;REQUENA;MAQUIA
301459;MUNICIPALIDAD DISTRITAL DE PUINAHUA;MUNICIPALIDAD DISTRITAL;LORETO;REQUENA;PUINAHUA
301460;MUNICIPALIDAD DISTRITAL DE SAPUENA;MUNICIPALIDAD DISTRITAL;LORETO;REQUENA;SAQUENA
301461;MUNICIPALIDAD DISTRITAL DE SOPLIN;MUNICIPALIDAD DISTRITAL;LORETO;REQUENA;SOPLIN
301462;MUNICIPALIDAD DISTRITAL DE TAPICHE;MUNICIPALIDAD DISTRITAL;LORETO;REQUENA;TAPICHE
301463;MUNICIPALIDAD DISTRITAL DE JENARO HERRERA;MUNICIPALIDAD DISTRITAL;LORETO;REQUENA;JENARO HERRERA
301464;MUNICIPALIDAD DISTRITAL DE YAQUERANA;MUNICIPALIDAD DISTRITAL;LORETO;REQUENA;YAQUERANA
301465;MUNICIPALIDAD PROVINCIAL DE UCAYALI - CONTAMANA;MUNICIPALIDAD PROVINCIAL;LORETO;UCAYALI;CONTAMANA
301466;MUNICIPALIDAD DISTRITAL DE INAHUAYA;MUNICIPALIDAD DISTRITAL;LORETO;UCAYALI;INAHUAYA
301467;MUNICIPALIDAD DISTRITAL DE PADRE MARQUEZ;MUNICIPALIDAD DISTRITAL;LORETO;UCAYALI;PADRE MARQUEZ
301468;MUNICIPALIDAD DISTRITAL DE PAMPA HERMOZA;MUNICIPALIDAD DISTRITAL;LORETO;UCAYALI;PAMPA HERMOSA
301469;MUNICIPALIDAD DISTRITAL DE SARAYACU;MUNICIPALIDAD DISTRITAL;LORETO;UCAYALI;SARAYACU
301470;MUNICIPALIDAD DISTRITAL DE VARGAS GUERRA;MUNICIPALIDAD DISTRITAL;LORETO;UCAYALI;VARGAS GUERRA
301471;MUNICIPALIDAD PROVINCIAL DE TAMBOPATA;MUNICIPALIDAD PROVINCIAL;MADRE DE DIOS;TAMBOPATA;TAMBOPATA
301472;MUNICIPALIDAD DISTRITAL DE INAMBARI;MUNICIPALIDAD DISTRITAL;MADRE DE DIOS;TAMBOPATA;INAMBARI
301473;MUNICIPALIDAD DISTRITAL DE LAS PIEDRAS;MUNICIPALIDAD DISTRITAL;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS
301474;MUNICIPALIDAD DISTRITAL DE LABERINTO;MUNICIPALIDAD DISTRITAL;MADRE DE DIOS;TAMBOPATA;LABERINTO
301475;MUNICIPALIDAD PROVINCIAL DE MANU;MUNICIPALIDAD PROVINCIAL;MADRE DE DIOS;MANU;MANU
301476;MUNICIPALIDAD DISTRITAL DE FITZCARRALD;MUNICIPALIDAD DISTRITAL;MADRE DE DIOS;MANU;FITZCARRALD
301477;MUNICIPALIDAD DISTRITAL DE MADRE DE DIOS;MUNICIPALIDAD DISTRITAL;MADRE DE DIOS;MANU;MADRE DE DIOS
301478;MUNICIPALIDAD PROVINCIAL DE TAHUAMANU - IÑAPARI;MUNICIPALIDAD PROVINCIAL;MADRE DE DIOS;TAHUAMANU;IÑAPARI
301479;MUNICIPALIDAD DISTRITAL DE IBERIA;MUNICIPALIDAD DISTRITAL;MADRE DE DIOS;TAHUAMANU;IBERIA
301480;MUNICIPALIDAD DISTRITAL DE TAHUAMANU;MUNICIPALIDAD DISTRITAL;MADRE DE DIOS;TAHUAMANU;TAHUAMANU
301481;MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO - MOQUEGUA;MUNICIPALIDAD PROVINCIAL;MOQUEGUA;MARISCAL NIETO;MOQUEGUA
301482;MUNICIPALIDAD DISTRITAL DE CARUMAS;MUNICIPALIDAD DISTRITAL;MOQUEGUA;MARISCAL NIETO;CARUMAS
301483;MUNICIPALIDAD DISTRITAL DE CUCHUMBAYA;MUNICIPALIDAD DISTRITAL;MOQUEGUA;MARISCAL NIETO;CUCHUMBAYA
301484;MUNICIPALIDAD DISTRITAL DE SAMEGUA;MUNICIPALIDAD DISTRITAL;MOQUEGUA;MARISCAL NIETO;SAMEGUA
301485;MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL;MUNICIPALIDAD DISTRITAL;MOQUEGUA;MARISCAL NIETO;SAN CRISTOBAL
301486;MUNICIPALIDAD DISTRITAL DE TORATA;MUNICIPALIDAD DISTRITAL;MOQUEGUA;MARISCAL NIETO;TORATA
301487;MUNICIPALIDAD PROVINCIAL DE SANCHEZ CERRO - OMATE;MUNICIPALIDAD PROVINCIAL;MOQUEGUA;GENERAL SANCHEZ CERRO;OMATE
301488;MUNICIPALIDAD DISTRITAL DE CHOJATA;MUNICIPALIDAD DISTRITAL;MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA
301489;MUNICIPALIDAD DISTRITAL DE COALAQUE;MUNICIPALIDAD DISTRITAL;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE
301490;MUNICIPALIDAD DISTRITAL DE ICHUÑA;MUNICIPALIDAD DISTRITAL;MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA
301491;MUNICIPALIDAD DISTRITAL DE LA CAPILLA;MUNICIPALIDAD DISTRITAL;MOQUEGUA;GENERAL SANCHEZ CERRO;LA CAPILLA
301492;MUNICIPALIDAD DISTRITAL DE LLOQUE;MUNICIPALIDAD DISTRITAL;MOQUEGUA;GENERAL SANCHEZ CERRO;LLOQUE
301493;MUNICIPALIDAD DISTRITAL DE MATALAQUE;MUNICIPALIDAD DISTRITAL;MOQUEGUA;GENERAL SANCHEZ CERRO;MATALAQUE
301494;MUNICIPALIDAD DISTRITAL DE PUQUINA;MUNICIPALIDAD DISTRITAL;MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA
301495;MUNICIPALIDAD DISTRITAL DE QUINISTAQUILLAS;MUNICIPALIDAD DISTRITAL;MOQUEGUA;GENERAL SANCHEZ CERRO;QUINISTAQUILLAS
301496;MUNICIPALIDAD DISTRITAL DE UBINAS;MUNICIPALIDAD DISTRITAL;MOQUEGUA;GENERAL SANCHEZ CERRO;UBINAS
301497;MUNICIPALIDAD DISTRITAL DE YUNGA;MUNICIPALIDAD DISTRITAL;MOQUEGUA;GENERAL SANCHEZ CERRO;YUNGA
301498;MUNICIPALIDAD PROVINCIAL DE ILO;MUNICIPALIDAD PROVINCIAL;MOQUEGUA;ILO;ILO
301499;MUNICIPALIDAD DISTRITAL DE EL ALGARROBAL;MUNICIPALIDAD DISTRITAL;MOQUEGUA;ILO;EL ALGARROBAL
301500;MUNICIPALIDAD DISTRITAL DE PACOCHA;MUNICIPALIDAD DISTRITAL;MOQUEGUA;ILO;PACOCHA
301501;MUNICIPALIDAD PROVINCIAL DE PASCO - CHAUPIMARCA;MUNICIPALIDAD PROVINCIAL;PASCO;PASCO;CHAUPIMARCA
301502;MUNICIPALIDAD DISTRITAL DE HUACHON;MUNICIPALIDAD DISTRITAL;PASCO;PASCO;HUACHON
301503;MUNICIPALIDAD DISTRITAL DE HUARIACA;MUNICIPALIDAD DISTRITAL;PASCO;PASCO;HUARIACA
301504;MUNICIPALIDAD DISTRITAL DE HUAYLLAY;MUNICIPALIDAD DISTRITAL;PASCO;PASCO;HUAYLLAY
301505;MUNICIPALIDAD DISTRITAL DE NINACACA;MUNICIPALIDAD DISTRITAL;PASCO;PASCO;NINACACA
301506;MUNICIPALIDAD DISTRITAL DE PALLANCHACRA;MUNICIPALIDAD DISTRITAL;PASCO;PASCO;PALLANCHACRA
301507;MUNICIPALIDAD DISTRITAL DE PAUCARTAMBO;MUNICIPALIDAD DISTRITAL;PASCO;PASCO;PAUCARTAMBO
301508;MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASIS DE YARUSYACAN;MUNICIPALIDAD DISTRITAL;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN
301509;MUNICIPALIDAD DISTRITAL DE SIMON BOLIVAR;MUNICIPALIDAD DISTRITAL;PASCO;PASCO;SIMON BOLIVAR
301510;MUNICIPALIDAD DISTRITAL DE TICLACAYAN;MUNICIPALIDAD DISTRITAL;PASCO;PASCO;TICLACAYAN
301511;MUNICIPALIDAD DISTRITAL DE TINYAHUARCO;MUNICIPALIDAD DISTRITAL;PASCO;PASCO;TINYAHUARCO
301512;MUNICIPALIDAD DISTRITAL DE VICCO;MUNICIPALIDAD DISTRITAL;PASCO;PASCO;VICCO
301513;MUNICIPALIDAD DISTRITAL DE YANACANCHA;MUNICIPALIDAD DISTRITAL;PASCO;PASCO;YANACANCHA
301514;MUNICIPALIDAD PROVINCIAL DE DANIEL A. CARRION - YANAHUANCA;MUNICIPALIDAD PROVINCIAL;PASCO;DANIEL A. CARRION;YANAHUANCA
301515;MUNICIPALIDAD DISTRITAL DE CHACAYAN;MUNICIPALIDAD DISTRITAL;PASCO;DANIEL A. CARRION;CHACAYAN
301516;MUNICIPALIDAD DISTRITAL DE GOYLLARISQUIZGA;MUNICIPALIDAD DISTRITAL;PASCO;DANIEL A. CARRION;GOYLLARISQUIZGA
301517;MUNICIPALIDAD DISTRITAL DE PAUCAR;MUNICIPALIDAD DISTRITAL;PASCO;DANIEL A. CARRION;PAUCAR
301518;MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PILLAO;MUNICIPALIDAD DISTRITAL;PASCO;DANIEL A. CARRION;SAN PEDRO DE PILLAO
301519;MUNICIPALIDAD DISTRITAL DE SANTA ANA DE TUSI;MUNICIPALIDAD DISTRITAL;PASCO;DANIEL A. CARRION;SANTA ANA DE TUSI
301520;MUNICIPALIDAD DISTRITAL DE TAPUC;MUNICIPALIDAD DISTRITAL;PASCO;DANIEL A. CARRION;TAPUC
301521;MUNICIPALIDAD DISTRITAL DE VILCABAMBA;MUNICIPALIDAD DISTRITAL;PASCO;DANIEL A. CARRION;VILCABAMBA
301522;MUNICIPALIDAD PROVINCIAL DE OXAPAMPA;MUNICIPALIDAD PROVINCIAL;PASCO;OXAPAMPA;OXAPAMPA
301523;MUNICIPALIDAD DISTRITAL DE CHONTABAMBA;MUNICIPALIDAD DISTRITAL;PASCO;OXAPAMPA;CHONTABAMBA
301524;MUNICIPALIDAD DISTRITAL DE HUANCABAMBA;MUNICIPALIDAD DISTRITAL;PASCO;OXAPAMPA;HUANCABAMBA
301525;MUNICIPALIDAD DISTRITAL DE PALCAZU;MUNICIPALIDAD DISTRITAL;PASCO;OXAPAMPA;PALCAZU
301526;MUNICIPALIDAD DISTRITAL DE POZUZO;MUNICIPALIDAD DISTRITAL;PASCO;OXAPAMPA;POZUZO
301527;MUNICIPALIDAD DISTRITAL DE PUERTO BERMUDEZ;MUNICIPALIDAD DISTRITAL;PASCO;OXAPAMPA;PUERTO BERMUDEZ
301528;MUNICIPALIDAD DISTRITAL DE VILLA RICA;MUNICIPALIDAD DISTRITAL;PASCO;OXAPAMPA;VILLA RICA
301529;MUNICIPALIDAD PROVINCIAL DE PIURA;MUNICIPALIDAD PROVINCIAL;PIURA;PIURA;PIURA
301530;MUNICIPALIDAD DISTRITAL DE CASTILLA;MUNICIPALIDAD DISTRITAL;PIURA;PIURA;CASTILLA
301531;MUNICIPALIDAD DISTRITAL DE CATACAOS;MUNICIPALIDAD DISTRITAL;PIURA;PIURA;CATACAOS
301532;MUNICIPALIDAD DISTRITAL DE CURA MORI;MUNICIPALIDAD DISTRITAL;PIURA;PIURA;CURA MORI
301533;MUNICIPALIDAD DISTRITAL DE EL TALLAN;MUNICIPALIDAD DISTRITAL;PIURA;PIURA;EL TALLAN
301534;MUNICIPALIDAD DISTRITAL DE LA ARENA;MUNICIPALIDAD DISTRITAL;PIURA;PIURA;LA ARENA
301535;MUNICIPALIDAD DISTRITAL DE LA UNION;MUNICIPALIDAD DISTRITAL;PIURA;PIURA;LA UNION
301536;MUNICIPALIDAD DISTRITAL DE LAS LOMAS;MUNICIPALIDAD DISTRITAL;PIURA;PIURA;LAS LOMAS
301537;MUNICIPALIDAD DISTRITAL DE TAMBO GRANDE;MUNICIPALIDAD DISTRITAL;PIURA;PIURA;TAMBO GRANDE
301538;MUNICIPALIDAD PROVINCIAL DE AYABACA;MUNICIPALIDAD PROVINCIAL;PIURA;AYABACA;AYABACA
301539;MUNICIPALIDAD DISTRITAL DE FRIAS;MUNICIPALIDAD DISTRITAL;PIURA;AYABACA;FRIAS
301540;MUNICIPALIDAD DISTRITAL DE JILILI;MUNICIPALIDAD DISTRITAL;PIURA;AYABACA;JILILI
301541;MUNICIPALIDAD DISTRITAL DE LAGUNAS;MUNICIPALIDAD DISTRITAL;PIURA;AYABACA;LAGUNAS
301542;MUNICIPALIDAD DISTRITAL DE MONTERO;MUNICIPALIDAD DISTRITAL;PIURA;AYABACA;MONTERO
301543;MUNICIPALIDAD DISTRITAL DE PACAIPAMPA;MUNICIPALIDAD DISTRITAL;PIURA;AYABACA;PACAIPAMPA
301544;MUNICIPALIDAD DISTRITAL DE PAIMAS;MUNICIPALIDAD DISTRITAL;PIURA;AYABACA;PAIMAS
301545;MUNICIPALIDAD DISTRITAL DE SAPILLICA;MUNICIPALIDAD DISTRITAL;PIURA;AYABACA;SAPILLICA
301546;MUNICIPALIDAD DISTRITAL DE SICCHEZ;MUNICIPALIDAD DISTRITAL;PIURA;AYABACA;SICCHEZ
301547;MUNICIPALIDAD DISTRITAL DE SUYO;MUNICIPALIDAD DISTRITAL;PIURA;AYABACA;SUYO
301548;MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA;MUNICIPALIDAD PROVINCIAL;PIURA;HUANCABAMBA;HUANCABAMBA
301549;MUNICIPALIDAD DISTRITAL DE CANCHAQUE;MUNICIPALIDAD DISTRITAL;PIURA;HUANCABAMBA;CANCHAQUE
301550;MUNICIPALIDAD DISTRITAL DE EL CARMEN DE LA FRONTERA;MUNICIPALIDAD DISTRITAL;PIURA;HUANCABAMBA;EL CARMEN DE LA FRONTERA
301551;MUNICIPALIDAD DISTRITAL DE HUARMACA;MUNICIPALIDAD DISTRITAL;PIURA;HUANCABAMBA;HUARMACA
301552;MUNICIPALIDAD DISTRITAL DE LALAQUIZ;MUNICIPALIDAD DISTRITAL;PIURA;HUANCABAMBA;LALAQUIZ
301553;MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE;MUNICIPALIDAD DISTRITAL;PIURA;HUANCABAMBA;SAN MIGUEL DE EL FAIQUE
301554;MUNICIPALIDAD DISTRITAL DE SONDOR;MUNICIPALIDAD DISTRITAL;PIURA;HUANCABAMBA;SONDOR
301555;MUNICIPALIDAD DISTRITAL DE SONDORILLO;MUNICIPALIDAD DISTRITAL;PIURA;HUANCABAMBA;SONDORILLO
301556;MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS;MUNICIPALIDAD PROVINCIAL;PIURA;MORROPON;CHULUCANAS
301557;MUNICIPALIDAD DISTRITAL DE BUENOS AIRES;MUNICIPALIDAD DISTRITAL;PIURA;MORROPON;BUENOS AIRES
301558;MUNICIPALIDAD DISTRITAL DE CHALACO;MUNICIPALIDAD DISTRITAL;PIURA;MORROPON;CHALACO
301559;MUNICIPALIDAD DISTRITAL DE LA MATANZA;MUNICIPALIDAD DISTRITAL;PIURA;MORROPON;LA MATANZA
301560;MUNICIPALIDAD DISTRITAL DE MORROPON;MUNICIPALIDAD DISTRITAL;PIURA;MORROPON;MORROPON
301561;MUNICIPALIDAD DISTRITAL DE SALITRAL;MUNICIPALIDAD DISTRITAL;PIURA;MORROPON;SALITRAL
301562;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE BIGOTE;MUNICIPALIDAD DISTRITAL;PIURA;MORROPON;SAN JUAN DE BIGOTE
301563;MUNICIPALIDAD DISTRITAL DE SANTA CATALINA DE MOSSA;MUNICIPALIDAD DISTRITAL;PIURA;MORROPON;SANTA CATALINA DE MOSSA
301564;MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO;MUNICIPALIDAD DISTRITAL;PIURA;MORROPON;SANTO DOMINGO
301565;MUNICIPALIDAD DISTRITAL DE YAMANGO;MUNICIPALIDAD DISTRITAL;PIURA;MORROPON;YAMANGO
301566;MUNICIPALIDAD PROVINCIAL DE PAITA;MUNICIPALIDAD PROVINCIAL;PIURA;PAITA;PAITA
301567;MUNICIPALIDAD DISTRITAL DE AMOTAPE;MUNICIPALIDAD DISTRITAL;PIURA;PAITA;AMOTAPE
301568;MUNICIPALIDAD DISTRITAL DE EL ARENAL;MUNICIPALIDAD DISTRITAL;PIURA;PAITA;ARENAL
301569;MUNICIPALIDAD DISTRITAL DE COLAN;MUNICIPALIDAD DISTRITAL;PIURA;PAITA;COLAN
301570;MUNICIPALIDAD DISTRITAL DE LA HUACA;MUNICIPALIDAD DISTRITAL;PIURA;PAITA;LA HUACA
301571;MUNICIPALIDAD DISTRITAL DE TAMARINDO;MUNICIPALIDAD DISTRITAL;PIURA;PAITA;TAMARINDO
301572;MUNICIPALIDAD DISTRITAL DE VICHAYAL;MUNICIPALIDAD DISTRITAL;PIURA;PAITA;VICHAYAL
301573;MUNICIPALIDAD PROVINCIAL DE SULLANA;MUNICIPALIDAD PROVINCIAL;PIURA;SULLANA;SULLANA
301574;MUNICIPALIDAD DISTRITAL DE BELLAVISTA;MUNICIPALIDAD DISTRITAL;PIURA;SULLANA;BELLAVISTA
301575;MUNICIPALIDAD DISTRITAL DE IGNACIO ESCUDERO;MUNICIPALIDAD DISTRITAL;PIURA;SULLANA;IGNACIO ESCUDERO
301576;MUNICIPALIDAD DISTRITAL DE LANCONES;MUNICIPALIDAD DISTRITAL;PIURA;SULLANA;LANCONES
301577;MUNICIPALIDAD DISTRITAL DE MARCAVELICA;MUNICIPALIDAD DISTRITAL;PIURA;SULLANA;MARCAVELICA
301578;MUNICIPALIDAD DISTRITAL DE MIGUEL CHECA;MUNICIPALIDAD DISTRITAL;PIURA;SULLANA;MIGUEL CHECA
301579;MUNICIPALIDAD DISTRITAL DE QUERECOTILLO;MUNICIPALIDAD DISTRITAL;PIURA;SULLANA;QUERECOTILLO
301580;MUNICIPALIDAD DISTRITAL DE SALITRAL;MUNICIPALIDAD DISTRITAL;PIURA;SULLANA;SALITRAL
301581;MUNICIPALIDAD PROVINCIAL DE TALARA - PARIÑAS;MUNICIPALIDAD PROVINCIAL;PIURA;TALARA;PARIÑAS
301582;MUNICIPALIDAD DISTRITAL DE EL ALTO;MUNICIPALIDAD DISTRITAL;PIURA;TALARA;EL ALTO
301583;MUNICIPALIDAD DISTRITAL DE LA BREA;MUNICIPALIDAD DISTRITAL;PIURA;TALARA;LA BREA
301584;MUNICIPALIDAD DISTRITAL DE LOBITOS;MUNICIPALIDAD DISTRITAL;PIURA;TALARA;LOBITOS
301585;MUNICIPALIDAD DISTRITAL DE LOS ORGANOS;MUNICIPALIDAD DISTRITAL;PIURA;TALARA;LOS ORGANOS
301586;MUNICIPALIDAD DISTRITAL DE MANCORA;MUNICIPALIDAD DISTRITAL;PIURA;TALARA;MANCORA
301587;MUNICIPALIDAD PROVINCIAL DE SECHURA;MUNICIPALIDAD PROVINCIAL;PIURA;SECHURA;SECHURA
301588;MUNICIPALIDAD DISTRITAL DE BELLAVISTA DE LA UNION;MUNICIPALIDAD DISTRITAL;PIURA;SECHURA;BELLAVISTA DE LA UNION
301589;MUNICIPALIDAD DISTRITAL DE BERNAL;MUNICIPALIDAD DISTRITAL;PIURA;SECHURA;BERNAL
301590;MUNICIPALIDAD DISTRITAL DE CRISTO NOS VALGA;MUNICIPALIDAD DISTRITAL;PIURA;SECHURA;CRISTO NOS VALGA
301591;MUNICIPALIDAD DISTRITAL DE VICE;MUNICIPALIDAD DISTRITAL;PIURA;SECHURA;VICE
301592;MUNICIPALIDAD DISTRITAL DE RINCONADA LLICUAR;MUNICIPALIDAD DISTRITAL;PIURA;SECHURA;RINCONADA LLICUAR
301593;MUNICIPALIDAD PROVINCIAL DE PUNO;MUNICIPALIDAD PROVINCIAL;PUNO;PUNO;PUNO
301594;MUNICIPALIDAD DISTRITAL DE ACORA;MUNICIPALIDAD DISTRITAL;PUNO;PUNO;ACORA
301595;MUNICIPALIDAD DISTRITAL DE AMANTANI;MUNICIPALIDAD DISTRITAL;PUNO;PUNO;AMANTANI
301596;MUNICIPALIDAD DISTRITAL DE ATUNCOLLA;MUNICIPALIDAD DISTRITAL;PUNO;PUNO;ATUNCOLLA
301597;MUNICIPALIDAD DISTRITAL DE CAPACHICA;MUNICIPALIDAD DISTRITAL;PUNO;PUNO;CAPACHICA
301598;MUNICIPALIDAD DISTRITAL DE CHUCUITO;MUNICIPALIDAD DISTRITAL;PUNO;PUNO;CHUCUITO
301599;MUNICIPALIDAD DISTRITAL DE COATA;MUNICIPALIDAD DISTRITAL;PUNO;PUNO;COATA
301600;MUNICIPALIDAD DISTRITAL HUATA;MUNICIPALIDAD DISTRITAL;PUNO;PUNO;HUATA
301601;MUNICIPALIDAD DISTRITAL DE MAÑAZO;MUNICIPALIDAD DISTRITAL;PUNO;PUNO;MAÑAZO
301602;MUNICIPALIDAD DISTRITAL DE PAUCARCOLLA;MUNICIPALIDAD DISTRITAL;PUNO;PUNO;PAUCARCOLLA
301603;MUNICIPALIDAD DISTRITAL DE PICHACANI;MUNICIPALIDAD DISTRITAL;PUNO;PUNO;PICHACANI
301604;MUNICIPALIDAD DISTRITAL DE PLATERIA;MUNICIPALIDAD DISTRITAL;PUNO;PUNO;PLATERIA
301605;MUNICIPALIDAD DISTRITAL DE SAN ANTONIO;MUNICIPALIDAD DISTRITAL;PUNO;PUNO;SAN ANTONIO
301606;MUNICIPALIDAD DISTRITAL DE TIQUILLACA;MUNICIPALIDAD DISTRITAL;PUNO;PUNO;TIQUILLACA
301607;MUNICIPALIDAD DISTRITAL DE VILQUE;MUNICIPALIDAD DISTRITAL;PUNO;PUNO;VILQUE
301608;MUNICIPALIDAD PROVINCIAL DE AZANGARO;MUNICIPALIDAD PROVINCIAL;PUNO;AZANGARO;AZANGARO
301609;MUNICIPALIDAD DISTRITAL DE ACHAYA;MUNICIPALIDAD DISTRITAL;PUNO;AZANGARO;ACHAYA
301610;MUNICIPALIDAD DISTRITAL DE ARAPA;MUNICIPALIDAD DISTRITAL;PUNO;AZANGARO;ARAPA
301611;MUNICIPALIDAD DISTRITAL DE ASILLO;MUNICIPALIDAD DISTRITAL;PUNO;AZANGARO;ASILLO
301612;MUNICIPALIDAD DISTRITAL DE CAMINACA;MUNICIPALIDAD DISTRITAL;PUNO;AZANGARO;CAMINACA
301613;MUNICIPALIDAD DISTRITAL DE CHUPA;MUNICIPALIDAD DISTRITAL;PUNO;AZANGARO;CHUPA
301614;MUNICIPALIDAD DISTRITAL DE JOSE DOMINGO CHOQUEHUANCA;MUNICIPALIDAD DISTRITAL;PUNO;AZANGARO;JOSE DOMINGO CHOQUEHUANCA
301615;MUNICIPALIDAD DISTRITAL DE MUÑANI;MUNICIPALIDAD DISTRITAL;PUNO;AZANGARO;MUÑANI
301616;MUNICIPALIDAD DISTRITAL DE POTONI;MUNICIPALIDAD DISTRITAL;PUNO;AZANGARO;POTONI
301617;MUNICIPALIDAD DISTRITAL DE SAMAN;MUNICIPALIDAD DISTRITAL;PUNO;AZANGARO;SAMAN
301618;MUNICIPALIDAD DISTRITAL DE SAN ANTON;MUNICIPALIDAD DISTRITAL;PUNO;AZANGARO;SAN ANTON
301619;MUNICIPALIDAD DISTRITAL DE SAN JOSE;MUNICIPALIDAD DISTRITAL;PUNO;AZANGARO;SAN JOSE
301620;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE SALINAS;MUNICIPALIDAD DISTRITAL;PUNO;AZANGARO;SAN JUAN DE SALINAS
301621;MUNICIPALIDAD DISTRITAL DE SANTIAGO DE PUPUJA;MUNICIPALIDAD DISTRITAL;PUNO;AZANGARO;SANTIAGO DE PUPUJA
301622;MUNICIPALIDAD DISTRITAL DE TIRAPATA;MUNICIPALIDAD DISTRITAL;PUNO;AZANGARO;TIRAPATA
301623;MUNICIPALIDAD PROVINCIAL DE CARABAYA - MACUSANI;MUNICIPALIDAD PROVINCIAL;PUNO;CARABAYA;MACUSANI
301624;MUNICIPALIDAD DISTRITAL DE AJOYANI;MUNICIPALIDAD DISTRITAL;PUNO;CARABAYA;AJOYANI
